transaction_id,timestamp,amount,payment_method,route,status,failure_code,recoverable,ground_truth_action,attempt_count
TXN_0092,2026-08-27T10:32:00,14709,NETBANKING,ROUTE_A,success,,0,,0
TXN_0093,2026-08-27T10:33:00,4649,UPI,ROUTE_A,success,,0,,0
TXN_0094,2026-08-27T10:34:00,26293,UPI,ROUTE_C,success,,0,,0
TXN_0095,2026-08-27T10:35:00,1908,NETBANKING,ROUTE_B,success,,0,,0
TXN_0096,2026-08-27T10:36:00,17497,NETBANKING,ROUTE_A,success,,0,,0
TXN_0097,2026-08-27T10:37:00,20657,CARD,ROUTE_A,success,,0,,0
TXN_0098,2026-08-27T10:38:00,37887,NETBANKING,ROUTE_B,success,,0,,0
TXN_0099,2026-08-27T10:39:00,34173,UPI,ROUTE_A,success,,0,,0
TXN_0100,2026-08-27T10:40:00,48724,CARD,ROUTE_C,success,,0,,0
TXN_0101,2026-08-27T10:41:00,43631,UPI,ROUTE_B,success,,0,,0
TXN_0102,2026-08-27T10:42:00,8267,CARD,ROUTE_C,success,,0,,0
TXN_0103,2026-08-27T10:43:00,26864,UPI,ROUTE_B,success,,0,,0
TXN_0104,2026-08-27T10:44:00,12672,CARD,ROUTE_A,success,,0,,0
TXN_0105,2026-08-27T10:45:00,11505,NETBANKING,ROUTE_B,success,,0,,0
TXN_0106,2026-08-27T10:46:00,126,UPI,ROUTE_B,success,,0,,0
TXN_0107,2026-08-27T10:47:00,39858,UPI,ROUTE_A,success,,0,,0
TXN_0108,2026-08-27T10:48:00,14105,UPI,ROUTE_B,success,,0,,0
TXN_0109,2026-08-27T10:49:00,48331,CARD,ROUTE_B,success,,0,,0
TXN_0110,2026-08-27T10:50:00,41580,UPI,ROUTE_A,success,,0,,0
TXN_0111,2026-08-27T10:51:00,15492,UPI,ROUTE_B,success,,0,,0
TXN_0112,2026-08-27T10:52:00,1700,UPI,ROUTE_B,success,,0,,0
TXN_0113,2026-08-27T10:53:00,4872,NETBANKING,ROUTE_A,success,,0,,0
TXN_0114,2026-08-27T10:54:00,47177,NETBANKING,ROUTE_B,success,,0,,0
TXN_0115,2026-08-27T10:55:00,43095,UPI,ROUTE_B,success,,0,,0
TXN_0116,2026-08-27T10:56:00,7085,NETBANKING,ROUTE_B,success,,0,,0
TXN_0117,2026-08-27T10:57:00,45707,UPI,ROUTE_C,success,,0,,0
TXN_0118,2026-08-27T10:58:00,8053,UPI,ROUTE_B,success,,0,,0
TXN_0119,2026-08-27T10:59:00,36729,NETBANKING,ROUTE_B,success,,0,,0
TXN_0120,2026-08-27T11:00:00,40250,NETBANKING,ROUTE_B,success,,0,,0
TXN_0121,2026-08-27T11:01:00,36005,NETBANKING,ROUTE_C,success,,0,,0
TXN_0122,2026-08-27T11:02:00,29595,UPI,ROUTE_B,success,,0,,0
TXN_0123,2026-08-27T11:03:00,34263,UPI,ROUTE_A,success,,0,,0
TXN_0124,2026-08-27T11:04:00,46862,UPI,ROUTE_B,success,,0,,0
TXN_0125,2026-08-27T11:05:00,35499,UPI,ROUTE_A,success,,0,,0
TXN_0126,2026-08-27T11:06:00,10114,UPI,ROUTE_A,success,,0,,0
TXN_0127,2026-08-27T11:07:00,35660,UPI,ROUTE_B,success,,0,,0
TXN_0128,2026-08-27T11:08:00,25624,UPI,ROUTE_B,success,,0,,0
TXN_0129,2026-08-27T11:09:00,37828,CARD,ROUTE_C,success,,0,,0
TXN_0130,2026-08-27T11:10:00,49479,UPI,ROUTE_A,success,,0,,0
TXN_0131,2026-08-27T11:11:00,35372,NETBANKING,ROUTE_A,success,,0,,0
TXN_0132,2026-08-27T11:12:00,14553,CARD,ROUTE_B,success,,0,,0
TXN_0133,2026-08-27T11:13:00,25584,UPI,ROUTE_B,success,,0,,0
TXN_0134,2026-08-27T11:14:00,10916,CARD,ROUTE_A,success,,0,,0
TXN_0135,2026-08-27T11:15:00,35104,NETBANKING,ROUTE_C,success,,0,,0
TXN_0136,2026-08-27T11:16:00,1876,UPI,ROUTE_A,success,,0,,0
TXN_0137,2026-08-27T11:17:00,12009,UPI,ROUTE_A,success,,0,,0
TXN_0138,2026-08-27T11:18:00,21520,UPI,ROUTE_A,success,,0,,0
TXN_0139,2026-08-27T11:19:00,27727,NETBANKING,ROUTE_A,success,,0,,0
TXN_0140,2026-08-27T11:20:00,35451,UPI,ROUTE_A,failed,bank_technical_error,1,RETRY,0
TXN_0141,2026-08-27T11:21:00,42813,UPI,ROUTE_C,success,,0,,0
TXN_0142,2026-08-27T11:22:00,1435,UPI,ROUTE_A,success,,0,,0
TXN_0143,2026-08-27T11:23:00,7596,UPI,ROUTE_B,success,,0,,0
TXN_0144,2026-08-27T11:24:00,24275,UPI,ROUTE_B,success,,0,,0
TXN_0145,2026-08-27T11:25:00,7606,CARD,ROUTE_A,success,,0,,0
TXN_0146,2026-08-27T11:26:00,38024,UPI,ROUTE_C,success,,0,,0
TXN_0147,2026-08-27T11:27:00,24696,UPI,ROUTE_A,success,,0,,0
TXN_0148,2026-08-27T11:28:00,45360,CARD,ROUTE_A,success,,0,,0
TXN_0149,2026-08-27T11:29:00,19864,UPI,ROUTE_C,success,,0,,0
TXN_0150,2026-08-27T11:30:00,37188,CARD,ROUTE_C,success,,0,,0
TXN_0151,2026-08-27T11:31:00,24385,UPI,ROUTE_C,success,,0,,0
TXN_0152,2026-08-27T11:32:00,27628,CARD,ROUTE_A,failed,network_timeout,1,RETRY,0
TXN_0153,2026-08-27T11:33:00,30229,NETBANKING,ROUTE_A,success,,0,,0
TXN_0154,2026-08-27T11:34:00,42728,UPI,ROUTE_B,success,,0,,0
TXN_0155,2026-08-27T11:35:00,31786,NETBANKING,ROUTE_A,success,,0,,0
TXN_0156,2026-08-27T11:36:00,21222,NETBANKING,ROUTE_B,success,,0,,0
TXN_0157,2026-08-27T11:37:00,29643,NETBANKING,ROUTE_C,success,,0,,0
TXN_0158,2026-08-27T11:38:00,24937,UPI,ROUTE_A,success,,0,,0
TXN_0159,2026-08-27T11:39:00,32052,UPI,ROUTE_A,success,,0,,0
TXN_0160,2026-08-27T11:40:00,39169,CARD,ROUTE_A,success,,0,,0
TXN_0161,2026-08-27T11:41:00,12621,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0162,2026-08-27T11:42:00,45359,UPI,ROUTE_B,success,,0,,0
TXN_0163,2026-08-27T11:43:00,1230,CARD,ROUTE_B,success,,0,,0
TXN_0164,2026-08-27T11:44:00,20167,UPI,ROUTE_A,success,,0,,0
TXN_0165,2026-08-27T11:45:00,22628,UPI,ROUTE_B,success,,0,,0
TXN_0166,2026-08-27T11:46:00,46162,CARD,ROUTE_B,success,,0,,0
TXN_0167,2026-08-27T11:47:00,47370,UPI,ROUTE_B,success,,0,,0
TXN_0168,2026-08-27T11:48:00,45330,UPI,ROUTE_A,success,,0,,0
TXN_0169,2026-08-27T11:49:00,47586,UPI,ROUTE_A,success,,0,,0
TXN_0170,2026-08-27T11:50:00,6688,CARD,ROUTE_B,success,,0,,0
TXN_0171,2026-08-27T11:51:00,19909,UPI,ROUTE_C,success,,0,,0
TXN_0172,2026-08-27T11:52:00,3673,CARD,ROUTE_A,success,,0,,0
TXN_0173,2026-08-27T11:53:00,49434,CARD,ROUTE_B,success,,0,,0
TXN_0174,2026-08-27T11:54:00,30862,NETBANKING,ROUTE_B,success,,0,,0
TXN_0175,2026-08-27T11:55:00,16646,UPI,ROUTE_B,success,,0,,0
TXN_0176,2026-08-27T11:56:00,26360,UPI,ROUTE_C,success,,0,,0
TXN_0177,2026-08-27T11:57:00,10043,CARD,ROUTE_B,success,,0,,0
TXN_0178,2026-08-27T11:58:00,16365,CARD,ROUTE_A,success,,0,,0
TXN_0179,2026-08-27T11:59:00,40628,CARD,ROUTE_A,success,,0,,0
TXN_0180,2026-08-27T12:00:00,29114,CARD,ROUTE_A,success,,0,,0
TXN_0181,2026-08-27T12:01:00,37365,CARD,ROUTE_A,success,,0,,0
TXN_0182,2026-08-27T12:02:00,13717,CARD,ROUTE_B,success,,0,,0
TXN_0183,2026-08-27T12:03:00,15819,UPI,ROUTE_B,success,,0,,0
TXN_0184,2026-08-27T12:04:00,29624,UPI,ROUTE_A,failed,issuer_declined,0,ESCALATE,0
TXN_0185,2026-08-27T12:05:00,18628,UPI,ROUTE_B,success,,0,,0
TXN_0186,2026-08-27T12:06:00,17437,UPI,ROUTE_B,success,,0,,0
TXN_0187,2026-08-27T12:07:00,13064,CARD,ROUTE_C,success,,0,,0
TXN_0188,2026-08-27T12:08:00,17508,CARD,ROUTE_B,success,,0,,0
TXN_0189,2026-08-27T12:09:00,20259,UPI,ROUTE_C,success,,0,,0
TXN_0190,2026-08-27T12:10:00,28880,NETBANKING,ROUTE_B,success,,0,,0
TXN_0191,2026-08-27T12:11:00,17941,CARD,ROUTE_A,success,,0,,0
TXN_0192,2026-08-27T12:12:00,2712,UPI,ROUTE_B,success,,0,,0
TXN_0193,2026-08-27T12:13:00,1795,CARD,ROUTE_C,success,,0,,0
TXN_0194,2026-08-27T12:14:00,37796,NETBANKING,ROUTE_A,success,,0,,0
TXN_0195,2026-08-27T12:15:00,17762,UPI,ROUTE_B,success,,0,,0
TXN_0196,2026-08-27T12:16:00,34110,CARD,ROUTE_B,success,,0,,0
TXN_0197,2026-08-27T12:17:00,38460,NETBANKING,ROUTE_B,success,,0,,0
TXN_0198,2026-08-27T12:18:00,30902,NETBANKING,ROUTE_B,success,,0,,0
TXN_0199,2026-08-27T12:19:00,10639,UPI,ROUTE_A,success,,0,,0
TXN_0200,2026-08-27T12:20:00,26344,CARD,ROUTE_A,success,,0,,0
TXN_0201,2026-08-27T12:21:00,20712,CARD,ROUTE_C,success,,0,,0
TXN_0202,2026-08-27T12:22:00,33824,UPI,ROUTE_A,success,,0,,0
TXN_0203,2026-08-27T12:23:00,30376,UPI,ROUTE_C,success,,0,,0
TXN_0204,2026-08-27T12:24:00,49674,UPI,ROUTE_B,success,,0,,0
TXN_0205,2026-08-27T12:25:00,17601,UPI,ROUTE_B,success,,0,,0
TXN_0206,2026-08-27T12:26:00,45860,NETBANKING,ROUTE_B,success,,0,,0
TXN_0207,2026-08-27T12:27:00,15782,UPI,ROUTE_B,success,,0,,0
TXN_0208,2026-08-27T12:28:00,26838,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0209,2026-08-27T12:29:00,7798,NETBANKING,ROUTE_C,success,,0,,0
TXN_0210,2026-08-27T12:30:00,19227,UPI,ROUTE_B,success,,0,,0
TXN_0211,2026-08-27T12:31:00,31047,UPI,ROUTE_B,success,,0,,0
TXN_0212,2026-08-27T12:32:00,39380,CARD,ROUTE_A,success,,0,,0
TXN_0213,2026-08-27T12:33:00,18204,NETBANKING,ROUTE_B,success,,0,,0
TXN_0214,2026-08-27T12:34:00,33375,NETBANKING,ROUTE_C,success,,0,,0
TXN_0215,2026-08-27T12:35:00,38565,UPI,ROUTE_A,success,,0,,0
TXN_0216,2026-08-27T12:36:00,29364,CARD,ROUTE_B,success,,0,,0
TXN_0217,2026-08-27T12:37:00,35714,UPI,ROUTE_B,success,,0,,0
TXN_0218,2026-08-27T12:38:00,45811,NETBANKING,ROUTE_A,success,,0,,0
TXN_0219,2026-08-27T12:39:00,27020,UPI,ROUTE_A,success,,0,,0
TXN_0220,2026-08-27T12:40:00,25084,CARD,ROUTE_A,success,,0,,0
TXN_0221,2026-08-27T12:41:00,10068,CARD,ROUTE_A,success,,0,,0
TXN_0222,2026-08-27T12:42:00,38778,UPI,ROUTE_B,success,,0,,0
TXN_0223,2026-08-27T12:43:00,6634,UPI,ROUTE_A,success,,0,,0
TXN_0224,2026-08-27T12:44:00,26968,UPI,ROUTE_B,success,,0,,0
TXN_0225,2026-08-27T12:45:00,17468,NETBANKING,ROUTE_C,success,,0,,0
TXN_0226,2026-08-27T12:46:00,21632,CARD,ROUTE_A,success,,0,,0
TXN_0227,2026-08-27T12:47:00,20852,NETBANKING,ROUTE_C,success,,0,,0
TXN_0228,2026-08-27T12:48:00,35556,NETBANKING,ROUTE_B,success,,0,,0
TXN_0229,2026-08-27T12:49:00,18933,UPI,ROUTE_A,success,,0,,0
TXN_0230,2026-08-27T12:50:00,6551,CARD,ROUTE_C,success,,0,,0
TXN_0231,2026-08-27T12:51:00,11002,CARD,ROUTE_C,success,,0,,0
TXN_0232,2026-08-27T12:52:00,3777,NETBANKING,ROUTE_B,failed,insufficient_funds,1,PAYMENT_LINK,0
TXN_0233,2026-08-27T12:53:00,37188,UPI,ROUTE_A,success,,0,,0
TXN_0234,2026-08-27T12:54:00,40043,UPI,ROUTE_B,success,,0,,0
TXN_0235,2026-08-27T12:55:00,38317,CARD,ROUTE_C,success,,0,,0
TXN_0236,2026-08-27T12:56:00,16833,UPI,ROUTE_A,success,,0,,0
TXN_0237,2026-08-27T12:57:00,18950,NETBANKING,ROUTE_B,success,,0,,0
TXN_0238,2026-08-27T12:58:00,22746,UPI,ROUTE_B,success,,0,,0
TXN_0239,2026-08-27T12:59:00,45340,UPI,ROUTE_C,success,,0,,0
TXN_0240,2026-08-27T13:00:00,25311,NETBANKING,ROUTE_A,success,,0,,0
TXN_0241,2026-08-27T13:01:00,23624,UPI,ROUTE_C,success,,0,,0
TXN_0242,2026-08-27T13:02:00,43237,NETBANKING,ROUTE_B,success,,0,,0
TXN_0243,2026-08-27T13:03:00,48902,UPI,ROUTE_A,success,,0,,0
TXN_0244,2026-08-27T13:04:00,18856,NETBANKING,ROUTE_C,success,,0,,0
TXN_0245,2026-08-27T13:05:00,14452,UPI,ROUTE_C,success,,0,,0
TXN_0246,2026-08-27T13:06:00,47346,CARD,ROUTE_B,success,,0,,0
TXN_0247,2026-08-27T13:07:00,6467,CARD,ROUTE_C,success,,0,,0
TXN_0248,2026-08-27T13:08:00,28989,CARD,ROUTE_C,success,,0,,0
TXN_0249,2026-08-27T13:09:00,19440,UPI,ROUTE_A,success,,0,,0
TXN_0250,2026-08-27T13:10:00,35450,UPI,ROUTE_A,success,,0,,0
TXN_0251,2026-08-27T13:11:00,17960,UPI,ROUTE_C,success,,0,,0
TXN_0252,2026-08-27T13:12:00,31678,UPI,ROUTE_C,success,,0,,0
TXN_0253,2026-08-27T13:13:00,7647,UPI,ROUTE_C,success,,0,,0
TXN_0254,2026-08-27T13:14:00,14885,UPI,ROUTE_B,success,,0,,0
TXN_0255,2026-08-27T13:15:00,36624,CARD,ROUTE_C,success,,0,,0
TXN_0256,2026-08-27T13:16:00,35264,CARD,ROUTE_A,failed,bank_technical_error,1,RETRY,0
TXN_0257,2026-08-27T13:17:00,25070,CARD,ROUTE_A,success,,0,,0
TXN_0258,2026-08-27T13:18:00,15423,NETBANKING,ROUTE_C,success,,0,,0
TXN_0259,2026-08-27T13:19:00,21596,CARD,ROUTE_B,success,,0,,0
TXN_0260,2026-08-27T13:20:00,30526,UPI,ROUTE_C,success,,0,,0
TXN_0261,2026-08-27T13:21:00,9260,UPI,ROUTE_C,success,,0,,0
TXN_0262,2026-08-27T13:22:00,7710,UPI,ROUTE_A,success,,0,,0
TXN_0263,2026-08-27T13:23:00,29829,NETBANKING,ROUTE_A,success,,0,,0
TXN_0264,2026-08-27T13:24:00,35502,NETBANKING,ROUTE_A,success,,0,,0
TXN_0265,2026-08-27T13:25:00,27289,CARD,ROUTE_B,success,,0,,0
TXN_0266,2026-08-27T13:26:00,18433,NETBANKING,ROUTE_B,success,,0,,0
TXN_0267,2026-08-27T13:27:00,15573,UPI,ROUTE_A,success,,0,,0
TXN_0268,2026-08-27T13:28:00,35782,UPI,ROUTE_C,success,,0,,0
TXN_0269,2026-08-27T13:29:00,18180,CARD,ROUTE_C,success,,0,,0
TXN_0270,2026-08-27T13:30:00,29900,UPI,ROUTE_A,success,,0,,0
TXN_0271,2026-08-27T13:31:00,1499,UPI,ROUTE_A,success,,0,,0
TXN_0272,2026-08-27T13:32:00,37100,UPI,ROUTE_A,success,,0,,0
TXN_0273,2026-08-27T13:33:00,38529,NETBANKING,ROUTE_A,success,,0,,0
TXN_0274,2026-08-27T13:34:00,9770,NETBANKING,ROUTE_A,success,,0,,0
TXN_0275,2026-08-27T13:35:00,9582,CARD,ROUTE_C,success,,0,,0
TXN_0276,2026-08-27T13:36:00,7304,CARD,ROUTE_C,success,,0,,0
TXN_0277,2026-08-27T13:37:00,15693,UPI,ROUTE_B,failed,issuer_declined,0,ESCALATE,0
TXN_0278,2026-08-27T13:38:00,27688,UPI,ROUTE_A,success,,0,,0
TXN_0279,2026-08-27T13:39:00,23826,CARD,ROUTE_B,success,,0,,0
TXN_0280,2026-08-27T13:40:00,40411,UPI,ROUTE_B,success,,0,,0
TXN_0281,2026-08-27T13:41:00,43281,UPI,ROUTE_B,success,,0,,0
TXN_0282,2026-08-27T13:42:00,2141,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0283,2026-08-27T13:43:00,45064,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0284,2026-08-27T13:44:00,5394,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0285,2026-08-27T13:45:00,41015,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0286,2026-08-27T13:46:00,39250,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0287,2026-08-27T13:47:00,6599,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0288,2026-08-27T13:48:00,36232,UPI,ROUTE_B,success,,0,,0
TXN_0289,2026-08-27T13:49:00,15074,CARD,ROUTE_A,success,,0,,0
TXN_0290,2026-08-27T13:50:00,26231,UPI,ROUTE_B,success,,0,,0
TXN_0291,2026-08-27T13:51:00,28068,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0292,2026-08-27T13:52:00,45111,UPI,ROUTE_B,success,,0,,0
TXN_0293,2026-08-27T13:53:00,6209,UPI,ROUTE_A,success,,0,,0
TXN_0294,2026-08-27T13:54:00,24521,UPI,ROUTE_B,success,,0,,0
TXN_0295,2026-08-27T13:55:00,36910,NETBANKING,ROUTE_A,success,,0,,0
TXN_0296,2026-08-27T13:56:00,23273,UPI,ROUTE_B,failed,issuer_declined,0,ESCALATE,0
TXN_0297,2026-08-27T13:57:00,18950,NETBANKING,ROUTE_C,success,,0,,0
TXN_0298,2026-08-27T13:58:00,37974,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0299,2026-08-27T13:59:00,7192,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0300,2026-08-27T14:00:00,18356,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0301,2026-08-27T14:01:00,45547,NETBANKING,ROUTE_A,success,,0,,0
TXN_0302,2026-08-27T14:02:00,46152,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0303,2026-08-27T14:03:00,9488,UPI,ROUTE_C,success,,0,,0
TXN_0304,2026-08-27T14:04:00,9397,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0305,2026-08-27T14:05:00,24754,NETBANKING,ROUTE_A,success,,0,,0
TXN_0306,2026-08-27T14:06:00,24351,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
TXN_0307,2026-08-27T14:07:00,39174,UPI,ROUTE_B,success,,0,,0
TXN_0308,2026-08-27T14:08:00,10416,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0309,2026-08-27T14:09:00,29139,UPI,ROUTE_B,failed,network_timeout,1,RETRY,0
TXN_0310,2026-08-27T14:10:00,18002,UPI,ROUTE_B,failed,bank_technical_error,1,RETRY,0
